Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
"If yes, what kind of health service(s) was, or would have been, required?",health_need_assistance_yes,health_need_assistance_yes/dk,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, what kind of health service(s) was, or would have been, required?",health_need_assistance_yes,health_need_assistance_yes/dk,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, what kind of health service(s) was, or would have been, required?",health_need_assistance_yes,health_need_assistance_yes/dk,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, what kind of health service(s) was, or would have been, required?",health_need_assistance_yes,health_need_assistance_yes/dk,0,0,refugee,i.hh_age,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/health_facility_within_kebele,1,1,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/health_facility_within_kebele,0.5,1,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/health_facility_within_kebele,0.33,1,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_relevant_healthcare_service,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_relevant_healthcare_service,1,2,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_relevant_healthcare_service,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/wouldnt_able_to_cover_costs,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/wouldnt_able_to_cover_costs,0.5,1,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/wouldnt_able_to_cover_costs,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/transportation_too_expensive,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/transportation_too_expensive,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/transportation_too_expensive,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_transportation,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_transportation,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_transportation,0.33,1,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/not_safe_to_go_there,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/not_safe_to_go_there,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/not_safe_to_go_there,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/expect_low_quality_service,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/expect_low_quality_service,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/expect_low_quality_service,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/shortage_of_medical_equipment,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/shortage_of_medical_equipment,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/shortage_of_medical_equipment,0.33,1,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/overcrowded,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/overcrowded,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/overcrowded,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/treated_poorly,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/treated_poorly,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/treated_poorly,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_female_doctor,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_female_doctor,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_female_doctor,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_issurance,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_issurance,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/no_issurance,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/refused_service_by_healthcare,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/refused_service_by_healthcare,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/refused_service_by_healthcare,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/other,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/other,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_post_located_out_of_kebele,health_post_located_out_of_kebele/other,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_during_confilict,0.4,2,refugee,i.hh_age,age_18_24,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_during_confilict,0.03,1,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_during_confilict,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_during_confilict,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_during_confilict,0,0,refugee,i.hh_age,,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_during_flooding,0.4,2,refugee,i.hh_age,age_18_24,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_during_flooding,0.14,5,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_during_flooding,0.05,1,refugee,i.hh_age,age_40_59,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_during_flooding,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_during_flooding,0.08,1,refugee,i.hh_age,,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_dueto_normal_usage,0.2,1,refugee,i.hh_age,age_18_24,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_dueto_normal_usage,0.14,5,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_dueto_normal_usage,0.14,3,refugee,i.hh_age,age_40_59,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_dueto_normal_usage,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/damaged_dueto_normal_usage,0.38,5,refugee,i.hh_age,,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_staff_at_facility,0.2,1,refugee,i.hh_age,age_18_24,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_staff_at_facility,0.2,7,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_staff_at_facility,0.33,7,refugee,i.hh_age,age_40_59,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_staff_at_facility,0.33,1,refugee,i.hh_age,age_60+,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_staff_at_facility,0.38,5,refugee,i.hh_age,,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_medicines_at_facility,0.6,3,refugee,i.hh_age,age_18_24,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_medicines_at_facility,0.54,19,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_medicines_at_facility,0.62,13,refugee,i.hh_age,age_40_59,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_medicines_at_facility,0.67,2,refugee,i.hh_age,age_60+,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_medicines_at_facility,0.54,7,refugee,i.hh_age,,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_adequate_services,0.2,1,refugee,i.hh_age,age_18_24,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_adequate_services,0.37,13,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_adequate_services,0.48,10,refugee,i.hh_age,age_40_59,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_adequate_services,0.33,1,refugee,i.hh_age,age_60+,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/lack_of_adequate_services,0.46,6,refugee,i.hh_age,,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/other,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/other,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/other,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/other,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/other,0,0,refugee,i.hh_age,,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/dwta,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/dwta,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/dwta,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/dwta,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/dwta,0,0,refugee,i.hh_age,,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/dk,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/dk,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/dk,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/dk,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If partial or not functionality, why?",health_post_non_functionality_reason,health_post_non_functionality_reason/dk,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/emergency_services,0.3,3,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/emergency_services,0.24,21,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/emergency_services,0.24,8,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/emergency_services,0.33,2,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/emergency_services,0.27,4,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/pediatric_services,0.4,4,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/pediatric_services,0.44,39,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/pediatric_services,0.52,17,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/pediatric_services,0.67,4,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/pediatric_services,0.27,4,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/in_patient_services,0.1,1,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/in_patient_services,0.09,8,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/in_patient_services,0.09,3,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/in_patient_services,0.17,1,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/in_patient_services,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/out_patient_services,0.6,6,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/out_patient_services,0.68,60,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/out_patient_services,0.64,21,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/out_patient_services,0.5,3,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/out_patient_services,0.4,6,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/nutrition_services,0.7,7,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/nutrition_services,0.62,55,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/nutrition_services,0.45,15,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/nutrition_services,0.5,3,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/nutrition_services,0.07,1,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/vaccination_services,0.8,8,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/vaccination_services,0.83,73,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/vaccination_services,0.79,26,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/vaccination_services,0.83,5,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/vaccination_services,0.27,4,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/maternal_health_services,0.1,1,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/maternal_health_services,0.18,16,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/maternal_health_services,0.12,4,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/maternal_health_services,0.5,3,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/maternal_health_services,0.07,1,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/surgery,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/surgery,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/surgery,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/surgery,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/surgery,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/pharmacy,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/pharmacy,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/pharmacy,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/pharmacy,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/pharmacy,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/tb_treatment,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/tb_treatment,0.05,4,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/tb_treatment,0.09,3,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/tb_treatment,0.33,2,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/tb_treatment,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/psychosocial_services,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/psychosocial_services,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/psychosocial_services,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/psychosocial_services,0.17,1,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/psychosocial_services,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/psychiatriatic_services,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/psychiatriatic_services,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/psychiatriatic_services,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/psychiatriatic_services,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/psychiatriatic_services,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/physical_disability_services_and_physiotherapy,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/physical_disability_services_and_physiotherapy,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/physical_disability_services_and_physiotherapy,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/physical_disability_services_and_physiotherapy,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/physical_disability_services_and_physiotherapy,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/ncd,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/ncd,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/ncd,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/ncd,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/ncd,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/reproductive_health_services,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/reproductive_health_services,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/reproductive_health_services,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/reproductive_health_services,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/reproductive_health_services,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/hiv,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/hiv,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/hiv,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/hiv,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/hiv,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/sgbv_services,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/sgbv_services,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/sgbv_services,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/sgbv_services,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/sgbv_services,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/referral_services,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/referral_services,0.01,1,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/referral_services,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/referral_services,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/referral_services,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/other,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/other,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/other,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/other,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/other,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/dwta,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/dwta,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/dwta,0.03,1,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/dwta,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
