Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/feel_unable_to_use_health_service_due_to_fear_by_community,0.02,2,refugee,hoh_gender,,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/unable_to_use_healthcare_services_due_to_cost,0.33,68,refugee,hoh_gender,female,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/unable_to_use_healthcare_services_due_to_cost,0.25,46,refugee,hoh_gender,male,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/unable_to_use_healthcare_services_due_to_cost,0.34,41,refugee,hoh_gender,,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/unaware_specific_health_services,0.03,7,refugee,hoh_gender,female,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/unaware_specific_health_services,0.08,14,refugee,hoh_gender,male,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/unaware_specific_health_services,0.03,3,refugee,hoh_gender,,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/none,0.17,35,refugee,hoh_gender,female,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/none,0.1,19,refugee,hoh_gender,male,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/none,0.09,11,refugee,hoh_gender,,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/no_barriers,0.33,66,refugee,hoh_gender,female,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/no_barriers,0.41,74,refugee,hoh_gender,male,select_multiple,Household
"As a female, what are the main barriers that you and the other female members of your household face when accesing health facilities?",fem_health_fac_access_barriers,fem_health_fac_access_barriers/no_barriers,0.45,53,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/emergency_services,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/emergency_services,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/emergency_services,0.2,1,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/pediatric_services,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/pediatric_services,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/pediatric_services,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/in_patient_services,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/in_patient_services,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/in_patient_services,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/out_patient_services,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/out_patient_services,1,1,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/out_patient_services,0.2,1,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/nutrition_services,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/nutrition_services,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/nutrition_services,0.2,1,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/vaccination_services,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/vaccination_services,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/vaccination_services,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/maternal_health_services,0.43,3,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/maternal_health_services,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/maternal_health_services,0.6,3,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/surgery,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/surgery,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/surgery,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/pharmacy,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/pharmacy,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/pharmacy,0.2,1,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/tb_treatment,0.14,1,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/tb_treatment,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/tb_treatment,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/psychosocial_services,0.14,1,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/psychosocial_services,1,1,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/psychosocial_services,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/psychiatriatic_services,0.14,1,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/psychiatriatic_services,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/psychiatriatic_services,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/physical_disability_services_and_physiotherapy,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/physical_disability_services_and_physiotherapy,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/physical_disability_services_and_physiotherapy,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/ncd,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/ncd,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/ncd,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/reproductive_health_services,0.14,1,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/reproductive_health_services,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/reproductive_health_services,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/hiv,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/hiv,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/hiv,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/sgbv_services,0.14,1,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/sgbv_services,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/sgbv_services,0.2,1,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/referral_services,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/referral_services,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/referral_services,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/other,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/other,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/other,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/dwta,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/dwta,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/dwta,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/dk,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/dk,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, which services were you not able to access?",fem_unable_seek_health_cult_barriers_yes,fem_unable_seek_health_cult_barriers_yes/dk,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/created_pysical_barrier,0.3,3,refugee,hoh_gender,female,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/created_pysical_barrier,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/created_pysical_barrier,0.33,1,refugee,hoh_gender,,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/created_new_need,0.2,2,refugee,hoh_gender,female,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/created_new_need,0.5,2,refugee,hoh_gender,male,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/created_new_need,0.67,2,refugee,hoh_gender,,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/physically_damaged_facility,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/physically_damaged_facility,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/physically_damaged_facility,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/access_not_impacted,0.5,5,refugee,hoh_gender,female,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/access_not_impacted,0.5,2,refugee,hoh_gender,male,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/access_not_impacted,0,0,refugee,hoh_gender,,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/other,0,0,refugee,hoh_gender,female,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/other,0,0,refugee,hoh_gender,male,select_multiple,Household
"If yes, how have these hazards impacted your access to services?",flood_impacted_access_to_services,flood_impacted_access_to_services/other,0,0,refugee,hoh_gender,,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/physically_difficult_to_reach_water_source,0.35,6,refugee,hoh_gender,female,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/physically_difficult_to_reach_water_source,0.31,5,refugee,hoh_gender,male,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/physically_difficult_to_reach_water_source,0.29,2,refugee,hoh_gender,,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/physical_disabilities_cannot_access_water_source,0,0,refugee,hoh_gender,female,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/physical_disabilities_cannot_access_water_source,0,0,refugee,hoh_gender,male,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/physical_disabilities_cannot_access_water_source,0.14,1,refugee,hoh_gender,,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/donot_feel_safe_accessing_water_source,0.24,4,refugee,hoh_gender,female,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/donot_feel_safe_accessing_water_source,0.12,2,refugee,hoh_gender,male,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/donot_feel_safe_accessing_water_source,0.29,2,refugee,hoh_gender,,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/face_discrimination_due_water_disabilty,0.06,1,refugee,hoh_gender,female,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/face_discrimination_due_water_disabilty,0.06,1,refugee,hoh_gender,male,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/face_discrimination_due_water_disabilty,0,0,refugee,hoh_gender,,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/face_discrimination_due_to_their_age,0.06,1,refugee,hoh_gender,female,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/face_discrimination_due_to_their_age,0.06,1,refugee,hoh_gender,male,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/face_discrimination_due_to_their_age,0,0,refugee,hoh_gender,,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/face_discrimination_due_gender,0.35,6,refugee,hoh_gender,female,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/face_discrimination_due_gender,0.44,7,refugee,hoh_gender,male,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/face_discrimination_due_gender,0.29,2,refugee,hoh_gender,,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/people_restrict_access_to_water,0,0,refugee,hoh_gender,female,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/people_restrict_access_to_water,0.12,2,refugee,hoh_gender,male,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/people_restrict_access_to_water,0,0,refugee,hoh_gender,,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/other,0,0,refugee,hoh_gender,female,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/other,0,0,refugee,hoh_gender,male,select_multiple,Household
Why do they (girls) find it more difficult?,girls_finds_difficulties_to_collect_water,girls_finds_difficulties_to_collect_water/other,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/health_facility_within_kebele,0.57,4,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/health_facility_within_kebele,0.88,7,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/health_facility_within_kebele,1,10,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_relevant_healthcare_service,0.43,3,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_relevant_healthcare_service,0.25,2,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_relevant_healthcare_service,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/wouldnt_able_to_cover_costs,0,0,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/wouldnt_able_to_cover_costs,0,0,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/wouldnt_able_to_cover_costs,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/transportation_too_expensive,0,0,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/transportation_too_expensive,0,0,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/transportation_too_expensive,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_transportation,0,0,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_transportation,0,0,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_transportation,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/not_safe_to_go_there,0,0,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/not_safe_to_go_there,0,0,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/not_safe_to_go_there,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/expect_low_quality_service,0,0,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/expect_low_quality_service,0,0,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/expect_low_quality_service,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/shortage_of_medical_equipment,0.14,1,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/shortage_of_medical_equipment,0,0,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/shortage_of_medical_equipment,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/overcrowded,0,0,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/overcrowded,0,0,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/overcrowded,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/treated_poorly,0,0,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/treated_poorly,0,0,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/treated_poorly,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_female_doctor,0,0,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_female_doctor,0,0,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_female_doctor,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_issurance,0,0,refugee,hoh_gender,female,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_issurance,0,0,refugee,hoh_gender,male,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/no_issurance,0,0,refugee,hoh_gender,,select_multiple,Household
"If located out of kebele, why were you not able to access and get service in a health facility within the kebele?",health_centre_located_out_of_kebele,health_centre_located_out_of_kebele/refused_service_by_healthcare,0,0,refugee,hoh_gender,female,select_multiple,Household
